CaseID,ProjectTitle,Applicant,Applicant postcode,Scheme,ProjectDescription,Projectstartdate,Projectenddate,Govfundsawarded,record_complete,match_rdp,match_sfp,Geo,Visibility,Timing,county1,county2,county3,county4,county5,county6,county7,county8,county9,county10,county11,county12,county13,county14,county15,county16,county17,county18,county19,county20,county21,county22,county1cash,county2cash,county3cash,county4cash,county5cash,county6cash,county7cash,county8cash,county9cash,county10cash,county11cash,county12cash,county13cash,county14cash,county15cash,county16cash,county17cash,county18cash,county19cash,county20cash,county21cash,county22cash,Local1,Local2,Local3,Local4,Local5,Local6,Local7,Local8,Local9,Local10,Local11,Local12,Local13,Local14,Local15,Local16,Local17,Local18,Local19,Local20,Local21,Local22,Local23,Local24,Local25,Local26,Local27,Local28,Local29,Local30,Local31,Local32,Local33,Local34,Local35,Local36,Local37,Local38,Local39,Local40,Local41,Local42,Local43,Local44,Local45,Local46,Local47,Local48,Local49,Local50,postcode_sector1,postcode_sector2,postcode_sector3,postcode_sector4,postcode_sector5,postcode_sector6,postcode_sector7,postcode_sector8,postcode_sector9,postcode_sector10,postcode_sector11,postcode_sector12,postcode_sector13,postcode_sector14,postcode_sector15,postcode_sector16,postcode_sector17,postcode_sector18,postcode_sector19,postcode_sector20,postcode_sector21,postcode_sector22,postcode_sector23,postcode_sector24,postcode_sector25,postcode_sector26,postcode_sector27,postcode_sector28,postcode_sector29,postcode_sector30,postcode_sector31,postcode_sector32,postcode_sector33,postcode_sector34,postcode_sector35,postcode_sector36,postcode_sector37,postcode_sector38,postcode_sector39,postcode_sector40,postcode_sector41,postcode_sector42,postcode_sector43,postcode_sector44,postcode_sector45,postcode_sector46,postcode_sector47,postcode_sector48,postcode_sector49,postcode_sector50,spending1,spending2,spending3,spending4,spending5,spending6,spending7,spending8,spending9,spending10,spending11,spending12,spending13,spending14,spending15,spending16,spending17,spending18,spending19,spending20,spending21,spending22,spending23,spending24,spending25,spending26,spending27,spending28,spending29,spending30,spending31,spending32,spending33,spending34,spending35,spending36,spending37,spending38,spending39,spending40,spending41,spending42,spending43,spending44,spending45,spending46,spending47,spending48,spending49,spending50,Doc1,Doc2,Doc3,Doc4,Doc5,Doc6,Doc7,Doc8,,,,Notes
100,iConnect,Monmouthshire County Council,NP15 1GA,,"A place-based pilot in Monmouth, Abergavenny and Caldicot to bring affordable, fast, and accessible digital infrastructure to tenants who have no digital footprint or are in digital poverty.",,,"£122,611 ",1,#N/A,#N/A,2,2,21,19,,,,,,,,,,,,,,,,,,,,,,"£122,611 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Space for Local Production - SFLP,Monmouthshire County Council,NP15 1GA,,"A collaboration with the Sustainable Food Trust, Natural Resources Wales, Astario Systems, Wye and Usk Foundation, Farming Connect and Dŵr Cymru Welsh Water.  The project will pilot the on-farm sustainability tool ‘Global Farm Metric’. ",,,"£167,063 ",1,#N/A,#N/A,2,2,21,19,,,,,,,,,,,,,,,,,,,,,,"£167,063 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assume county wide
102,The Future is Us - young people have their say,Monmouthshire County Council,NP15 1GA,,"A youth arts project delivered through partnership and consortium working, putting young people at the centre of its development and design.   The project promotes ownership of individual opinions/views and shared creativity.  Identifying workable and sustainable mechanisms acceptable to young people to help them build their skills. ",,,"£168,491 ",1,#N/A,#N/A,2,3,21,19,,,,,,,,,,,,,,,,,,,,,,"£168,491 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,The Zero Carbon Llanarth Village Plan,Monmouthshire County Council,NP15 1GA,,To investigate the most appropriate energy loss interventions in the social houses in and around the village.   To investigate potential renewable energy sources for each property and renewable energy solutions in and around the village.  To share these findings with organisations intent on looking at zero carbon housing schemes. ,,,"£122,400 ",1,#N/A,#N/A,3,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Llanarth,Llanarth,Llanarth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NP15 2,NP15 1,NP16 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40800,40800,40800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Transforming MonLife's Major Assets,Monmouthshire County Council,NP15 1GA,,"Project to deepen community involvement, reach new audiences, improve the experience, and promote sustainability and regeneration to help preserve Mon Life’s important local assets and enhance accessibility and future opportunities. ",,,"£467,620 ",1,#N/A,#N/A,2,3,21,19,,,,,,,,,,,,,,,,,,,,,,"£467,620 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specific local sites but there are many spread across the county
105,Wye Valley River Festival CIC Growing Community Interests,Monmouthshire County Council,NP15 1GA,,"Project to span Monmouthshire and borders, providing crucial access to creative resources, personal development training, enhanced employment opportunities and live cultural experiences to those living in rurally deprived areas.  ",,,"£169,848 ",1,#N/A,#N/A,2,3,21,19,,,,,,,,,,,,,,,,,,,,,,"£169,848 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"A roadmap for restoring, enhancing and connecting Green Infrastructure for people and nature in a post-industrial landscape",Neath Port Talbot Council,SA13 1PJ,,"The UK government is providing a £220 million UK Community Renewal Fund (UKCRF) that seeks to help local areas prepare for the launch of the UK Shared Prosperity Fund in 2022. The Department of Biosciences at Swansea University have received funding for a green infrastructure (GI) project based in Neath Port Talbot: A roadmap for restoring, enhancing and connecting Green Infrastructure for people and nature in a post-industrial landscape. This will develop the scientific evidence-base required to allow the Neath Port Talbot Council (NPTC) area to strategically create a resilient GI network. NPTC has a legacy of industrial decline, with below average incomes, major health inequalities (including mental health and wellbeing), poor air quality and high unemployment. The project targets economically deprived communities and places close to underused greenspaces, to improve health and wellbeing outcomes by reconnecting people with nature.
""The UK government is providing a £220 million UK Community Renewal Fund (UKCRF) that seeks to help local areas prepare for the launch of the UK Shared Prosperity Fund in 2022. The Department of Biosciences at Swansea University have received funding for a green infrastructure (GI) project based in Neath Port Talbot: A roadmap for restoring, enhancing and connecting Green Infrastructure for people and nature in a post-industrial landscape. This will develop the scientific evidence-base required to allow the Neath Port Talbot Council (NPTC) area to strategically create a resilient GI network. NPTC has a legacy of industrial decline, with below average incomes, major health inequalities (including mental health and wellbeing), poor air quality and high unemployment. The project targets economically deprived communities and places close to underused greenspaces, to improve health and wellbeing outcomes by reconnecting people with nature.",,,"£446,865 ",1,#N/A,#N/A,2,3,21,12,,,,,,,,,,,,,,,,,,,,,,"£446,865 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Digital Bridges -Bridging the Digital Divide,Neath Port Talbot Council,SA13 1PJ,,"Participate in the digital society to improve your employment prospects, IT ability, financial skills, health and well being. Training will be delivered in two ways - classroom and virtually. The project will remove the barriers of skills and cost that prevent people from becoming digitally engaged.",,,"£315,251 ",1,#N/A,#N/A,2,2,23,12,,,,,,,,,,,,,,,,,,,,,,"£315,251 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,JOBSTART,Neath Port Talbot Council,SA13 1PJ,,"To support unemployed and economically inactive people unable to access existing provision, into sustainable employment.",,,"£510,000 ",1,#N/A,#N/A,2,2,23,12,,,,,,,,,,,,,,,,,,,,,,"£510,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Neath Port Talbot Third Sector Grant Scheme,Neath Port Talbot Council,SA13 1PJ,,"Grant support for third sector organisations focusing on skills, social enterprise support, decarbonisation activities.",,,"£510,000 ",1,#N/A,#N/A,2,2,21,12,,,,,,,,,,,,,,,,,,,,,,"£510,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Next Steps - Employability Support and Work Experience,Neath Port Talbot Council,SA13 1PJ,,"To support young people with emotional wellbeing, re-engage into school, careers & training",,,"£509,543 ",1,#N/A,#N/A,2,3,23,12,,,,,,,,,,,,,,,,,,,,,,"£509,543 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Supporting Business Growth and Innovation,Neath Port Talbot Council,SA13 1PJ,,Trial new business support interventions to meet gaps in provision. Equip businesses with the skills they need to exploit new growth opportunities.,,,"£120,715 ",1,#N/A,#N/A,2,2,23,12,,,,,,,,,,,,,,,,,,,,,,"£120,715 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Business Support in Pillgwenlly,Newport City Council,NP20 4UR,,The economic regeneration of the Pill area of Newport.,,,"£60,741 ",1,#N/A,#N/A,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newport,Newport,Newport,Newport,Newport,Newport,Newport,Newport,Newport,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NP20 2,NP20 1,NP20 4,NP20 3,NP20 5,NP20 6,NP19 0,NP19 4,NP19 8,NP19 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6074.1,6074.1,6074.1,6074.1,6074.1,6074.1,6074.1,6074.1,6074.1,6074.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"Development of Welsh Institute of Digital Information (WIDI), Research and Development Centre in Newport",Newport City Council,NP20 4UR,,"A Research and Development Centre is being created by the Welsh Institute of Digital Information (WIDI) at USW’s Newport Campus with funding from the UK Community Renewal Fund.  To support WIDI’s aim of enhancing digital workforce development and research in health and care, the new centre will include the design and prototyping of an online Digital Health Village to provide nursing and allied health care students the opportunity to train in a simulated environment, as well as the development of online teaching material related to Digital Health and Care. ",,,"£745,617 ",1,#N/A,#N/A,3,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NP20 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Foot in the Door,Newport City Council,NP20 4UR,,Sector skills. Over 40 skills & training events and activities have been delivered across Newport ranging from raising awareness and access in local communities through to film and TV training and placing trainees on set for paid placements.   ,,,"£858,642 ",1,#N/A,#N/A,2,3,21,20,,,,,,,,,,,,,,,,,,,,,,"£858,642 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Greening Maindee,Newport City Council,NP20 4UR,,"Greening Maindee Together project is underway to encourage access to green spaces for health & wellbeing, engage different cultural groups in the local area, teach new skills, encourage communication, inclusivity, and diversity, promote sustainability, green infrastructure, and climate change action. ",,,"£176,480 ",1,#N/A,#N/A,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newport,Newport,Newport,Newport,Newport,Newport,Newport,Newport,Newport,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NP20 2,NP20 1,NP20 4,NP20 3,NP20 5,NP20 6,NP19 0,NP19 4,NP19 8,NP19 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17648.04,17648.04,17648.04,17648.04,17648.04,17648.04,17648.04,17648.04,17648.04,17648.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Newport 360,Newport City Council,NP20 4UR,,"The Newport 360 project is designed to ""upskill"" people in the city who are not currently ""economically active"". Run by the organisation Volunteering Matters, the project aims to work with local businesses and ""diversify"" their hiring policies, as well as giving prospective workers better training for finding jobs, building their CVs and interview skills. The scheme has been awarded £400,000 from the UK Government fund.",,,"£408,642 ",1,#N/A,#N/A,2,2,23,20,,,,,,,,,,,,,,,,,,,,,,"£408,642 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Sgiliau,Newport City Council,NP20 4UR,,"The Sgiliau project, run by TGP Cymru, will receive £328,000 to provide education and job opportunities to young people aged 16-25 who have been in care and are currently not in education, employment or training. The project will ""improve and enhance their prospects"" of finding a place in education or training, as well as ""appropriate housing and support"", the council said.",,,"£335,457 ",1,#N/A,#N/A,2,2,21,20,,,,,,,,,,,,,,,,,,,,,,"£335,457 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Young Enterprise Newport,Newport City Council,NP20 4UR,,"Young Enterprise Newport is another scheme geared towards helping younger adults find work. Run by Business in Focus, the project is set to receive £213,000 funding, and will work with young people and women entrepreneurs on a pilot scheme for developing business skills.",,,"£217,389 ",1,#N/A,#N/A,2,2,23,20,,,,,,,,,,,,,,,,,,,,,,"£217,389 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Climate Adaptation - Addressing climate risks in Pembrokeshire's Communities,Pembrokeshire County Council,SA61 1TP,,"The project will develop a Pembrokeshire Climate Adaptation Strategy, ensuring the public and third sector influence strategic planning, place based planning and targeted climate adaptation actions on the ground.  It is supported by Pembrokeshire’s PSB and is needed as climate impacts will affect decision making, service delivery and partnership work.",,,"£50,175 ",1,#N/A,#N/A,2,2,23,9,,,,,,,,,,,,,,,,,,,,,,"£50,175 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Developing the Pembroke Town Walls Management Plan,Pembrokeshire County Council,SA61 1TP,,"To develop an innovative long-term plan to restore and manage Pembroke’s deteriorating medieval town walls, exploring and delivering solutions to issues of sustainable funding for listed structures in multiple private ownership, the significant lack of heritage construction skills training in Wales, and increasing a sense of community ownership and place. ",,,"£119,484 ",1,#N/A,#N/A,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pembroke,Pembroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SA71 4,SA71 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59742,59742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Ecosystem Enterprise Partnership - Building Natural Solutions,Pembrokeshire County Council,SA61 1TP,,"The project aims to overcome challenges which would halt housing development, due to NRW’s position on phosphates and SAC rivers. Quantifying phosphate impacts of planned housing / agricultural developments, engaging land managers, finding and costing solutions, and creating mitigation plans for specific developments will allow planning permission to be granted. ",,,"£142,943 ",1,#N/A,#N/A,2,3,23,9,,,,,,,,,,,,,,,,,,,,,,"£142,943 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,ESP - Enterprise & Skills Pembrokeshire,Pembrokeshire County Council,SA61 1TP,,"Local skills development will create a flexible, adaptable workforce supporting entrepreneurship and businesses growth.  ESP will scope shifting market demands and future capacity requirements.  Our delivery partners will provide intensive key sector-focused skills initiatives assisting people towards economic activity and inspire and excite business innovation by removing entrepreneurship barriers.",,,"£1,388,102 ",1,#N/A,#N/A,2,3,24,9,,,,,,,,,,,,,,,,,,,,,,"£1,388,102 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Feasibility Study - Winter Tourism in North East Pembrokeshire,Pembrokeshire County Council,SA61 1TP,,"The Winter Tourism Feasibility Study will consider if a partnership approach can create a viable winter events programme (November to March), improve visitor footfall, create sustainable year-round tourism jobs, reduce under-employment resulting from seasonal work, especially for those with additional barriers to work, and reduce recruitment and training burdens.  ",,,"£242,835 ",1,#N/A,#N/A,2,2,23,9,,,,,,,,,,,,,,,,,,,,,,"£242,835 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Passion & Parking at Freshwater West - working together for a sustainable future,Pembrokeshire County Council,SA61 1TP,,"Freshwater West is Wales’ premier surfing beach. It has become exponentially busier and its popularity brings challenges for the local community, its aging infrastructure and emergency services.  This project will develop a community-led options proposal and vision for Freshwater West, including economic, access and wellbeing objectives.",,,"£61,342 ",1,#N/A,#N/A,3,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freshwater West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SA71 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Pembrokeshire Open to All,Pembrokeshire County Council,SA61 1TP,,"The project will make Pembrokeshire an exemplary destination offering great service and facilities to disabled visitors.  The perception is that ‘accessibility’ is expensive, but simple adaptations and thoughtful customer service considerations will make a positive difference to every disabled person’s visitor experience, whilst improving profitability and lengthening the tourist season.",,,"£78,465 ",1,#N/A,#N/A,2,2,23,9,,,,,,,,,,,,,,,,,,,,,,"£78,465 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Resourceful Communities: Towards a wellbeing economy,Pembrokeshire County Council,SA61 1TP,,"A third sector-led consortium bid delivering a range of inclusive and intergenerational activities that contribute to a wellbeing economy and evaluating the outcomes.  The bid focuses on creating an infrastructure for community planning and investment; local food production; co-operative care opportunities, and ideas to address poverty, unemployment and digital exclusion.",,,"£522,598 ",1,#N/A,#N/A,2,3,23,9,,,,,,,,,,,,,,,,,,,,,,"£522,598 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Thrive Project,Pembrokeshire County Council,SA61 1TP,,"The THRIVE project will deliver Accredited Training and Business Start-Up & Growth support to 430 Businesses in Food & Hospitality, Retail, Tourism & Leisure using the THRIVE online skills platform and Blended Advisory Support. We will support 270 individuals aged 16 – 65 to achieve L2 Qualifications to access employment opportunities.",,,"£316,950 ",1,#N/A,#N/A,2,2,21,9,,,,,,,,,,,,,,,,,,,,,,"£316,950 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Enterprise Powys,Powys County Council,LD1 5LG,,"Focus Enterprise Powys offers a pre-start entrepreneurship pathway for 100 individuals. Activity includes: Tailored, holistic support 121's/small-group webinars Developing entrepreneurial skills/confidence Progressing business plans And resilience support for 50 existing small businesses: Video-conferenced 121s supporting with finances, social media, export, diversification Linking to virtual networks/advisory webinars Bursary for clean, early stage businesses",,,"£217,389 ",1,#N/A,#N/A,2,2,23,7,,,,,,,,,,,,,,,,,,,,,,"£217,389 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclear information on visibility
129,Green Heart of Wales/Zero Carbon Mid Wales,Powys County Council,LD1 5LG,,"The Centre for Alternative Technology and partners will deliver four feasibility studies, test innovative retrofit training approaches and an Energy Services Company model, with the purpose of robustly demonstrating the investment opportunities to contribute to economic growth and a net zero carbon future in the UK.",,,"£523,962 ",1,#N/A,#N/A,2,2,23,7,,,,,,,,,,,,,,,,,,,,,,"£523,962 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Montgomery Canal restoration feasibility,Powys County Council,LD1 5LG,,"The project comprises a feasibility study, preparatory assessments, investigations, and designs, with the focus on waterway (restoration) for economic & social purposes. Activity includes infrastructure works required to open the Montgomery Canal to navigation; a 4.4mile section from the border at Llanymynech to Arddleen and to connect to the 12 miles already restored section each side of Welshpool. [From main project description]",,,"£336,666 ",1,#N/A,#N/A,3,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meifod,Llanymynech,Llanfyllin,Pant,Talerddig,Llanidloes,Westbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY22 6,SY10 9,SY22 5,SY10 8,SY21 9,SY21 8,SY5 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48095.19,48095.19,48095.19,48095.19,48095.19,48095.19,48095.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Powys Community Skills Initiative,Powys County Council,LD1 5LG,,"Through training and pilot schemes, we will improve skills, provide service improvement opportunities, develop an effective skills network and digitally future proof citizens and organisations in Powys.",,,"£764,863 ",1,#N/A,#N/A,2,3,23,7,,,,,,,,,,,,,,,,,,,,,,"£764,863 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
